
v_akpub_adm_group: ['nId', 'wstrName', 'nParentId', 'nVServer']
(0, '受管理设备', 2, None)
(1, '未分配的设备', None, None)
(4, 'WORKGROUP', 1, None)
(5, 'CCYY', 1, None)
(6, 'MSHOME', 1, None)
(7, '网络反攻击阻断组', 0, None)
(8, '住院部203网段', 0, None)
(9, '住院部202网段', 0, None)
(10, '住院部201网段', 0, None)
(11, '后勤204网段', 0, None)
(12, '检验科', 0, None)
(13, '物理服务器', 0, None)
(14, '206网段', 0, None)
(15, 'ts', 0, None)

v_akpub_host: ['nId', 'strName', 'wstrDisplayName', 'bIsSlaveServer', 'bHasUpadateAgent', 'wstrDnsName', 'wstrDnsDomain', 'wstrWinName', 'wstrWinDomain', 'tmLastVisible', 'tmLastInfoUpdate', 'tmLastUpdate', 'tmLastNagentConnected', 'tmLastFullScan', 'nGroup', 'nStatus', 'nVersionMajor', 'nVersionMinor', 'nComputerType', 'nPlatformType', 'nIp', 'nConnectionIp', 'bKeepConnection', 'nVirusCount', 'nUncured', 'nLastRtpState', 'nLastRtpErrorCode', 'wstrComment', 'nVServer', 'nSpMajor', 'nSpMinor', 'nProcType', 'binUserOwner', 'bCustomUserOwner', 'qwNagentBuild', 'bWuaSwitched', 'tmSystemLastStarted', 'bRebootRequired', 'nRebootRequestReason', 'tmRebootRequestTime', 'nEncryptionStatus', 'tmLastUaSearch', 'nVisibilityTimeout', 'bVmVdi', 'nVmType', 'nPkgMgrType']
(1, 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'PC1', False, False, 'pc1', '', 'PC1', 'WORKGROUP', datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 26, 4, 50, 10), datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 20, 11, 0, 54), 0, 29, 6, 1, 69639, 2, 2130706433, 2130706433, True, 1, 0, 4, -1, None, 0, 1, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 26, 6, 18, 23), False, 0, None, None, datetime.datetime(2019, 12, 26, 0, 0), 1440, False, 3, 0)
(2, '0d0cfdee-9ad7-4a6d-8956-2b717d9248f0', '0d0cfdee-9ad7-4a6d-8956-2b717d9248f0', True, False, '192.0.0.44', '', '192.0.0.44', '', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 3, 0, None, None, None, None, None, 0, False, 0, 0, 0, 0, None, 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(96, '7cb22be9-5f7a-45e1-9166-7f7e862a4c8b', 'DESKTOP-TEPCQMG', False, False, '', '', 'DESKTOP-TEPCQMG', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225550, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(98, '0125d4e2-2fe0-4e91-b18d-bad1a35f17f8', 'CCYYCW-SERVER', False, False, '', '', 'CCYYCW-SERVER', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 1, 0, 0, 0, 2, 3221225480, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(99, '3ce09e15-44ab-48f7-8bb3-1f71dae0f3d6', 'DESKTOP-DJF6245', False, False, '', '', 'DESKTOP-DJF6245', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225551, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(106, '0914e66d-d7cf-4294-a5ba-5bcfb599986b', 'DESKTOP-AELID85', False, False, '', '', 'DESKTOP-AELID85', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225551, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(108, '2e48c0bc-e238-4dfc-becb-2bafd209fcef', 'DESKTOP-CTP0I5A', False, False, '', '', 'DESKTOP-CTP0I5A', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '外科门诊', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(110, '66021b30-8168-43eb-a4d8-882b9ed93eeb', 'DESKTOP-L1OAAGR', False, False, '', '', 'DESKTOP-L1OAAGR', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(111, '43d5dda6-7521-4e41-863a-c56e7ed6987d', 'WIN-4LT2UQ09H8J', False, False, '', '', 'WIN-4LT2UQ09H8J', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(113, 'ddba8a9e-b37e-4827-82a8-57c430298511', '人事科', False, False, '', '', '人事科', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(115, '8bf5e4ab-0f6b-48d2-bb7b-366a5be48e18', 'VEL432OTVWQA2X5', False, False, '', '', 'VEL432OTVWQA2X5', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(117, 'e96d92ff-e253-42aa-a661-41cbaf793dbe', 'PC-20190726IESF', False, False, '', '', 'PC-20190726IESF', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(119, '227acca0-2a71-48ac-9d6f-43ef9009d0c4', 'PC-20190726EIYJ', False, False, '', '', 'PC-20190726EIYJ', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(121, 'cc90f3e4-9f2f-4c7c-a124-e973e4218ba8', 'USER-20190802RG', False, False, '', '', 'USER-20190802RG', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(123, '34ece743-3415-4784-800a-0a925bbbdf2c', 'PC-201908031049', False, False, '', '', 'PC-201908031049', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(125, 'd1147605-9f67-4748-899c-1bbd969a13b4', 'PC-20190726GUOL', False, False, '', '', 'PC-20190726GUOL', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(127, '5437f45a-1a50-4544-85ec-e817095958f6', 'DELL-PC', False, False, '', '', 'DELL-PC', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225551, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(129, 'be265e4a-b7f4-4fc9-80c2-359c49eeca8a', '总务科阿源', False, False, '', '', '总务科阿源', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(130, 'cc147cb1-1c04-492c-858c-006b5f7e209b', 'DESKTOP-2U7MLLH', False, False, '', '', 'DESKTOP-2U7MLLH', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(133, '8c843d89-e789-443a-9ce0-b9840168d82e', 'WKMZD004', False, False, '', '', 'WKMZD004', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3232287262, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(135, 'f30db5b6-94ec-4bc2-b4a3-0f35bcc29f0b', 'MS-20190710NARH', False, False, '', '', 'MS-20190710NARH', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225720, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(137, '6eaebca3-5228-4558-bc27-4f51333f2201', 'V6KCTZBH99H0FQN', False, False, '', '', 'V6KCTZBH99H0FQN', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(139, '25528800-35a3-4db0-a398-7986aac286d1', 'HB', False, False, '', '', 'HB', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, 'HB', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(141, '842fce52-3577-42a1-8fe3-fd23f1838054', 'SUEYSCOMPUTER', False, False, '', '', 'SUEYSCOMPUTER', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, 'sueys computer', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(143, 'e878fc5c-af2e-4b69-96ed-69fc04e3d8d4', 'FITWGFFHIKL8A6K', False, False, '', '', 'FITWGFFHIKL8A6K', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(145, '094713d3-e31b-4a6a-a71e-dd3637c6b7bb', 'SMPST2', False, False, '', '', 'SMPST2', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 1, 0, 0, 0, 2, 3221225572, 0, False, 0, 0, 0, 0, 'SMPST2', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(147, 'ed2d5c78-e0f7-43ec-829d-836f7a35eea7', 'UHVURUCGDA1RSY2', False, False, '', '', 'UHVURUCGDA1RSY2', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(149, '22bf653d-058b-4764-9030-fa3ff00a6cc9', 'DESKTOP-5LNK64P', False, False, '', '', 'DESKTOP-5LNK64P', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(151, '5448e8c1-0b49-4d65-9460-9936a9c382ad', 'ADMIN-PC', False, False, '', '', 'ADMIN-PC', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3232287457, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(153, '18f4f42e-dedc-4e00-9b10-919b3688402f', 'USER-20190929PU', False, False, '', '', 'USER-20190929PU', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 1, 0, 0, 0, 2, 3221225720, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(155, '1f1de8ab-8994-4e51-857e-5c2b047f340f', 'CCYYSERVER', False, False, '', '', 'CCYYSERVER', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 1, 0, 0, 0, 2, 3221225476, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(156, 'cf907879-1105-4f83-8b9b-fa47081670c7', 'LX-PC', False, False, 'lx-pc', '', 'LX-PC', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 25, 6, 54, 31), datetime.datetime(2019, 12, 25, 7, 5, 7), None, 0, 20, 6, 1, 69635, 2, 3232288346, 0, False, 1, 0, 0, 0, '', 0, 1, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 25, 2, 10, 57), False, 0, None, None, datetime.datetime(2017, 6, 15, 0, 0), 47, False, 2, 0)
(158, '0a3a41e0-638a-4d38-a1e4-29f4716e7803', 'MS-20191022ESHK', False, False, '', '', 'MS-20191022ESHK', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(160, '440c20a5-2f86-4539-9cf2-99c4e35b9fc6', 'WIN-20181212TYQ', False, False, '', '', 'WIN-20181212TYQ', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225559, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(162, '0f9a36ac-f05f-4ddd-bb4a-1e63c6819fc9', 'NHF0416', False, False, '', '', 'NHF0416', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225560, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(164, '63cce566-45de-4937-8542-64a362727e9d', 'LENOVO-PC', False, False, '', '', 'LENOVO-PC', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225551, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(166, 'd5e940aa-1206-409a-9b85-79df3a3aec4b', 'LAPTOP-TSE4DILL', False, False, '', '', 'LAPTOP-TSE4DILL', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(168, '5d5b80db-7aa7-4e64-8ac9-3308884a991c', 'DESKTOP-BC7RHFC', False, False, '', '', 'DESKTOP-BC7RHFC', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225599, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(170, 'e618c5e2-239c-43aa-a06b-f6d033c8ac4f', 'X-WRT', False, False, '', '', 'X-WRT', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, 'X-WRT', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(172, 'fe1d8df2-2608-4840-aca2-07b30d21bd1e', 'USER-20191113RC', False, False, '', '', 'USER-20191113RC', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3232287340, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(174, '8db2de4c-a836-49a4-ac1b-faf50150977a', 'MS-20191115TMIC', False, False, '', '', 'MS-20191115TMIC', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(176, '3b88181e-adc1-4fb9-9a6c-04d995601910', 'XZD008-XJ', False, False, '', '', 'XZD008-XJ', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225551, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(178, '5d29a83d-c630-4eca-a6f3-185cf89f87d1', 'GHLJARJPXPQCEXP', False, False, '', '', 'GHLJARJPXPQCEXP', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(180, '29de6257-fb3a-46e8-98a3-47d472f7675b', 'JKMSERER', False, False, '', '', 'JKMSERER', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 1, 0, 0, 0, 2, 3221225542, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(182, 'a70d9f5c-df11-454b-9eae-307af0b44408', 'LAPTOP-22DD7T7A', False, False, '', '', 'LAPTOP-22DD7T7A', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225551, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(184, 'ce850534-fb7c-48c8-bd7b-d851185305bd', 'QUANLU', False, False, '', '', 'QUANLU', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225551, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(186, '011d14b4-a221-46a5-a28d-304d9e9bdd2e', 'MS-20191216EHNX', False, False, '', '', 'MS-20191216EHNX', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, 3221225551, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(188, 'c60235b6-6e53-4493-a820-175eb7fc7dd0', '医务科117', False, False, '', '', '医务科117', 'MSHOME', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 6, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, 'guke', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(190, '10711d71-7e18-4a8b-b702-8902ca948c1d', '急诊科119', False, False, '', '', '急诊科119', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 4, 0, 0, 0, 0, 2, None, 0, False, 0, 0, 0, 0, '', 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(192, 'd73f5f3c-8d4b-4260-b1b5-8de9026db3a1', '病案室128', False, False, '病案室128', '', '病案室128', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 25, 6, 48, 23), datetime.datetime(2019, 12, 25, 7, 4, 1), datetime.datetime(2019, 12, 25, 3, 23, 42), 0, 20, 6, 1, 200707, 2, 3232287104, 0, False, 5, 5, 0, 0, None, 0, 1, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 25, 2, 14, 46), False, 0, None, None, datetime.datetime(2019, 12, 24, 0, 0), 47, False, 2, 0)
(193, 'a157d566-0b32-43c0-a756-d2f7e92dc52c', '1-PC', False, False, '1-pc', '', '1-PC', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 25, 6, 55, 13), datetime.datetime(2019, 12, 25, 7, 4, 2), datetime.datetime(2019, 12, 25, 2, 47, 33), 0, 20, 6, 1, 200707, 2, 3232287110, 0, False, 0, 0, 0, 0, None, 0, 1, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 25, 0, 7, 59), False, 0, None, None, None, 47, False, 2, 0)
(194, '14397369-311f-44e1-becf-6a665bc2f7d1', '20110630-1048', False, False, '20110630-1048', '', '20110630-1048', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 24, 5, 0, 2), datetime.datetime(2019, 12, 24, 6, 29, 18), None, 0, 4, 5, 1, 70147, 2, 3232287102, 0, False, 0, 0, 0, 0, None, 0, 3, 0, 1, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 24, 4, 9, 58), False, 0, None, None, None, 47, False, 2, 0)
(195, 'a9d0f875-48f0-47f3-8fcd-9a9bce17b59f', '医务科74', False, False, '医务科74', '', '医务科74', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 25, 6, 52, 2), datetime.datetime(2019, 12, 25, 7, 6, 26, 913000), datetime.datetime(2019, 12, 25, 4, 25, 46), 15, 20, 10, 0, 69635, 2, 3232288330, 0, False, 2, 6, 0, 0, None, 0, 0, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 25, 0, 2, 13), False, 0, None, None, datetime.datetime(2019, 12, 24, 0, 0), 47, False, 2, 0)
(196, '7ae0ef24-3725-42f3-b470-ba06c56ae8fc', 'CKMZD003', False, False, 'ckmzd003', '', 'CKMZD003', 'WORKGROUP', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 25, 6, 48, 27), datetime.datetime(2019, 12, 25, 7, 4), None, 0, 20, 6, 1, 201219, 2, 3232288337, 0, False, 2, 0, 0, 0, None, 0, 1, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 24, 23, 59, 2), False, 0, None, None, None, 47, False, 2, 0)
